159.54628,193.39162,198.94244,196.08242,195.64818,152.9133,201.18878,196.71324,186.60242,187.60198,206.5416,206.03952,233.22386,232.6518,230.71544,260.09436,266.86524,280.71962,294.6368,296.23156,288.38286,297.96416,299.66422,295.68566
168.7649917,201.0900293,208.1601484,189.1307524,191.0867123,158.2377168,197.9585025,196.2032922,194.1100272,195.5875109,199.0528695,197.4810565,240.7982537,225.0450676,240.0008414,256.2898022,270.6012723,280.5360618,304.2114393,289.8425445,293.5251089,300.3053196,300.3464119,296.8439118
162.8944826,205.5671427,201.5568861,199.084217,193.1844203,150.9369026,193.2162446,196.0595686,197.1583537,190.6727861,207.5572302,189.2496428,236.6082805,224.0744903,241.6411147,247.8917379,280.4180448,281.1624442,312.9117943,297.654779,288.2040205,303.7933947,297.4713767,303.6111653
172.5995033,199.0230867,192.774589,190.6170429,186.1652771,158.6624831,189.4320343,190.2923913,187.2930917,182.9204077,214.7714753,187.0418538,237.3708217,224.6175876,248.7871561,245.566801,279.6434925,279.135354,317.3623087,303.6877039,282.9526202,308.0978414,300.9669167,308.6346085
164.8078081,208.3067432,202.612368,198.3010957,191.2618715,165.3022403,187.0041918,196.3116662,193.3414769,182.9035479,209.7718798,191.2749903,242.7551996,219.2618723,255.0134638,247.8638094,269.6464674,275.4435796,316.9907557,306.8623493,273.1727675,318.0893279,296.6203598,314.8834468
164.4483144,214.2795606,193.6534161,202.5067102,197.9294297,167.5905092,180.7137102,190.9106512,185.3004774,186.6870181,213.3419304,201.1177571,243.5164603,216.3558344,249.5472444,251.9848341,264.9151392,276.4450593,322.8488389,308.0054579,264.6232308,327.424273,286.7505509,309.1113163
170.5513549,212.3190328,186.2051059,193.7568874,198.0288487,161.4622894,184.4579895,187.2264321,179.8944886,179.4362074,213.043805,206.2906623,234.3449956,218.6435548,243.009648,253.79348,274.4361305,286.1889355,332.3321402,305.0132537,261.6351702,333.4775108,277.362024,300.5544937
160.9209146,218.6897573,184.7639745,201.7435001,200.7556301,169.1351939,187.7044524,191.4780755,173.6229198,171.3742393,213.998407,205.4191077,224.6520284,213.8327498,237.362815,253.8268501,278.3782806,294.059298,341.7522537,312.5309378,254.234727,327.996403,272.9835109,308.5096337
163.6604692,211.0839581,179.720001,206.0432466,197.8016651,169.8365345,183.149548,188.851577,167.3085276,166.5347477,219.2335871,205.7499088,215.3431408,207.0297317,234.4963851,253.3280193,274.6484401,301.5608182,345.4818576,313.1249709,263.9726737,333.6580462,269.99998,313.8673633
164.0810928,219.3278977,171.1076321,202.2868392,202.3564519,176.4357963,183.5793563,188.7490939,165.0792045,175.058037,222.5223111,214.661443,213.8528653,199.0576316,227.5910232,248.1886218,283.7554322,310.8695026,342.6210467,306.4253814,259.7846122,325.0134676,265.698289,307.8821477
162.2030214,222.5810951,168.1234809,208.9225888,200.5845794,171.5710585,176.1195223,198.3894502,155.1969845,175.9895597,223.3988788,224.0169983,204.3813001,203.5966593,223.6438921,250.6545161,278.2283029,303.4452352,333.3406014,303.274852,254.5166937,326.3710199,260.9354763,307.4383376
162.7471702,221.4544008,174.4293509,207.4735906,194.51662,180.5700898,185.6794878,202.7933547,163.535194,181.4231706,215.9504042,223.520259,214.0418693,212.7940538,228.052179,258.7618091,269.596405,302.2619243,343.0731273,301.7150148,263.7466672,316.9007976,264.3433701,317.2559045
172.2796662,216.0438557,177.5208875,207.3366322,202.1314532,179.9921358,192.6605452,206.7227804,153.7376028,174.4444565,221.7136515,227.6317769,205.9954691,217.6076694,232.487726,257.3130736,266.2793338,294.1253704,346.6520659,302.0988911,270.9272051,313.9924716,261.4363368,322.9900728
163.3232579,216.7004765,170.8378464,210.4532351,196.7827441,179.9908315,193.5906564,215.795845,154.4755501,176.9020869,214.4682532,234.4478846,199.290961,226.023718,223.5246071,262.4598424,256.7515917,291.5683588,346.8498366,292.9908381,277.8812571,316.5799642,268.9173646,314.7238334
159.8268967,223.0857675,178.2603897,215.7486931,188.1595728,183.7311969,191.5125177,212.8068662,151.5015494,168.8757,214.1014762,240.4193545,196.225321,221.6248753,222.8541576,265.348995,258.8705742,291.2795675,344.6313482,301.4277645,279.4135409,312.8780251,264.0703634,321.7613575
167.1480199,218.650355,174.1367405,208.9764383,191.5052753,174.7021479,198.1534388,210.1530687,146.221194,177.1846568,206.8235382,239.2348198,194.5791634,213.5687387,230.6455149,268.4029925,267.8683769,290.0819615,335.7631584,293.7143237,286.1342068,322.0926755,256.5602418,328.8432142
168.9742593,219.4806788,165.7873358,205.4708657,198.6462001,184.0097168,207.1314522,212.941467,139.126227,174.7979031,215.6489887,231.5255717,204.2456494,218.4828174,223.1861451,262.8879738,265.8459689,280.8188362,341.8724059,300.717696,278.2391806,314.4737157,252.1649893,319.2511128
164.5516105,213.6490808,174.1131223,203.3229929,203.2131402,191.4918972,212.3592069,214.1593961,140.7186981,173.1254242,211.8701749,230.7553612,209.4495037,212.7113059,220.5302132,266.6078243,263.6590282,280.7539894,338.3406749,308.0773019,279.3096429,311.9112195,256.8971595,311.9635376
161.0274171,220.1863155,179.9086986,197.4845687,196.2616473,193.3120512,204.127325,206.0118799,133.1355525,166.6275149,205.8064474,228.0803983,210.4805738,215.4668193,221.973764,265.2826659,266.0189345,287.0836159,330.5087955,316.4423937,272.2047434,321.3531665,253.925486,308.1561124
155.6548514,212.2471192,169.9180373,190.2467506,189.6561322,186.2100761,212.2276313,197.3096786,125.4638275,158.381107,212.3262949,229.7387704,200.9712567,213.1174771,227.5219273,255.9534249,266.9978885,295.0528776,339.658337,311.3332856,268.0723542,323.390995,244.1911448,304.8358672
164.9745058,214.6866313,167.8863434,191.1486647,190.9523302,187.3098945,204.1096316,197.8223525,116.9963017,165.6011778,207.7122282,229.1863396,196.8642404,211.421368,217.7883853,249.5549257,266.1706167,295.5437589,342.8684507,307.8810534,258.2643068,327.3971621,250.6332471,300.1766831
156.9180687,208.9338494,174.229808,187.8918002,195.5238909,191.1200011,202.2969282,190.2033977,120.3902663,171.6697686,211.8907233,237.0258054,196.8606115,202.9288916,214.7083847,256.1945321,262.3030738,290.2544269,352.0582553,314.4573814,260.7145234,317.7696543,244.4579821,292.7293208
155.4579153,216.6477487,169.9515119,189.0050067,203.3409244,190.5658379,194.0629365,192.7933074,112.1866958,173.3166677,221.7501645,229.5845695,197.2796169,208.5804188,223.8402956,263.5530023,253.8703419,297.7123382,345.7445296,318.5315157,266.2388863,327.4252011,246.424327,286.9262225
