191.3673,194.84518,192.35574,164.0419,155.32544,175.28024,175.02102,172.13778,167.08488,158.75436,140.91766,127.6046,140.40236,135.9411,138.01438,132.68272,181.1768,186.15826,188.30594,194.95424,195.28914,193.72658,193.90152,148.13002
187.1311195,200.1242166,195.3476226,156.5502814,161.2644104,174.7404421,167.0945767,164.5181703,169.0785628,155.5856577,133.930105,129.2822725,146.9145906,139.1668326,144.7118602,123.1821995,189.1412691,187.9748311,197.1750234,185.0865941,197.1456183,198.0624407,184.7429064,144.9468265
177.4856088,205.4969092,195.5787545,149.8157063,167.7550416,173.3570365,171.8662575,166.5316989,172.2490295,150.3430765,140.2277229,123.5600503,151.1913112,136.4787865,151.0168996,122.6181813,181.8347157,187.5801744,206.4917955,193.7580536,203.0642412,191.3407014,184.3252852,146.6366406
168.408553,197.6101712,195.9380735,151.8672173,174.0341045,169.4319874,176.3750991,161.6097395,178.989483,147.2056253,147.3863516,120.6606455,159.1495431,128.4398796,143.9993958,117.7824723,181.2885955,190.2111024,201.1959864,194.0924066,202.2264477,198.7373612,179.7595546,145.5105358
166.6354579,205.3961559,205.7489059,147.8974419,173.1925724,173.1345794,168.9963623,152.1400458,184.4796367,138.7558458,143.0918324,113.7589465,155.8300672,129.6141073,149.9205376,109.3049748,176.5474232,199.1528313,198.499539,191.849333,198.6683509,197.4183608,175.8139281,149.2059944
160.8803043,203.4706583,212.5857505,156.8367956,179.149636,178.1219478,177.57808,151.8079303,185.6653702,137.8158191,146.3598138,115.0122502,152.2532796,129.2613951,156.6443801,100.9637193,185.6446189,200.8325383,197.456493,187.904871,201.57866,188.5166157,174.8401209,159.158237
168.3327852,200.9328853,216.5550441,146.9587946,183.0310143,183.6086601,175.598941,157.7280528,182.8672957,145.5122883,141.5911497,123.2170325,156.9752661,136.7545725,160.0094494,104.8048861,191.9045739,198.8051497,205.6860702,186.6540451,209.3156288,193.4001335,173.4266085,168.3296713
168.4858698,207.1904003,212.7036031,143.8020649,184.3915735,187.9168185,165.9615857,149.1299263,192.7847453,142.7167916,135.3720802,124.5838519,157.813102,146.214289,158.788921,111.9466415,192.6420722,200.9105282,197.9049999,176.7677841,205.7479783,187.1524737,178.1916121,174.0589643
166.6554417,213.6241601,205.1125744,149.9430826,175.2792124,180.1265499,162.0184534,141.8805548,185.9758307,133.7620175,137.3364849,122.4825739,148.6027621,141.6564807,163.8972837,117.8067745,194.5179903,198.0678216,189.1634713,184.0062753,200.3954003,185.5003301,175.5232997,177.3826421
161.3725695,219.3179124,195.9305139,154.3561438,178.1786748,171.0421913,161.6096459,142.1943109,176.2198173,135.9188169,127.6252127,130.477698,148.3453062,139.9954453,171.0834003,108.9584004,190.8050244,193.2894667,180.3233085,190.634413,194.9874384,191.5987491,168.2613831,170.6886943
